5082,2554,354
3045,599,104
2083,0,0
735,0,0
940,221,48
6446,0,0
1735,1696,187
442,91,23
326,78,39
652,317,76
2894,1111,179
2876,1700,267
2438,2086,307
3120,0,0
2962,2756,323
1374,354,56
2194,1609,221
263,72,25
136,125,26
312,132,45
1914,1643,216
1734,928,122
4069,3764,444
2789,1995,265
3786,3049,382
6917,1436,202
3247,715,122
4341,0,0
3236,0,0
2834,2329,309
2480,2463,262
4479,887,146
3934,3721,427
2761,1754,238
3060,616,101
4490,0,0
3013,0,0
969,865,139
719,174,46
2903,1853,249
4179,1879,216
1854,1424,198
340,296,56
1688,1181,162
287,0,0
1146,634,98
2750,1965,258
759,739,149
125,0,0
3200,2174,317
2213,442,78
2339,550,76
126,54,8
140,140,31
847,737,118
176,130,28
2486,0,0
217,187,43
1814,1499,183
2206,499,102
675,238,69
4035,749,140
3188,1460,213
988,200,55
445,0,0
2196,1800,242
1858,1668,215
1118,581,67
328,0,0
304,0,0
2909,0,0
318,234,69
208,108,24
1621,0,0
3280,0,0
761,579,92
422,408,51
4658,1692,312
249,229,48
3610,2684,369
2818,0,0
3636,2266,331
985,552,105
864,498,101
2548,589,91
2674,0,0
5004,2280,278
2265,1131,140
2382,2401,257
956,199,62
3364,1568,215
730,332,67
2780,0,0
4519,4491,435
2247,2222,223
6026,5228,577
2994,559,94
2561,515,96
361,100,24
272,177,40
1425,1144,165
2220,1149,152
2295,0,0
2607,1640,247
2937,1942,250
2132,2031,228
2200,1147,161
951,904,135
3382,2472,355
4176,0,0
2798,618,100
2793,620,100
154,128,34
2384,2185,298
3618,1698,274
6563,1348,211
1895,0,0
744,713,149
2021,1819,207
1844,982,148
850,177,36
261,48,22
314,0,0
3517,1831,301
2416,579,91
177,184,38
1536,715,130
193,98,35
3651,1532,241
2448,1632,221
3271,1638,235
390,85,35
579,0,0
2005,869,152
2005,0,0
3893,930,140
483,128,27
4049,3051,339
3056,0,0
365,0,0
3512,3326,392
160,89,16
318,95,38
5754,2843,342
908,533,134
3798,2730,349
3457,2086,299
2538,1131,153
2627,1471,215
2695,1459,234
861,164,55
2158,2288,249
2305,0,0
2506,999,154
1179,1255,138
1189,871,136
1312,963,170
2621,0,0
3282,0,0
1284,302,55
945,398,83
1976,502,67
767,181,38
1091,254,55
4966,2976,362
3177,1608,206
596,133,20
1895,1252,214
3164,2212,284
803,563,83
2354,444,64
1278,302,62
2700,2515,302
2970,1431,209
3297,0,0
309,70,31
1417,363,51
331,213,58
4481,2596,328
2520,1805,229
1645,0,0
1765,903,111
41,12,9
794,446,95
3115,2204,284
4752,0,0
4296,1567,271
21,0,0
4520,979,149
2779,1168,173
2595,0,0
334,174,51
2971,1233,177
612,640,76
814,630,106
4642,3866,450
4906,2088,303
2901,589,84
437,0,0
4270,2420,403
490,0,0
5017,2610,391
185,0,0
185,0,0
1992,873,126
3765,851,128
252,234,51
908,0,0
2709,1436,234
2335,554,90
3164,2934,347
835,702,117
511,384,56
2445,1087,161
256,240,38
298,0,0
850,170,48
2498,2168,292
2747,485,88
4968,988,148
454,127,52
139,96,42
2929,2729,315
2101,442,82
3933,2299,331
172,78,21
1422,311,49
1991,2201,239
3062,1281,213
4986,2610,371
1824,969,153
2061,1437,188
225,186,55
1916,0,0
548,282,73
2205,619,106
3530,2852,380
2122,959,156
3435,1352,233
219,71,18
2363,0,0
190,89,28
192,0,0
4735,3823,445
802,726,94
181,125,49
328,242,56
3603,3013,380
523,124,33
183,147,40
3381,1359,215
3511,2100,324
1700,0,0
1932,444,73
1415,1129,144
2571,1226,177
319,97,47
2907,2203,281
848,626,90
376,395,53
2784,0,0
437,417,64
1936,1271,197
2507,0,0
272,165,52
476,421,63
4387,1525,241
376,85,14
3175,2876,317
146,133,32
2623,2211,272
1822,380,71
2445,559,99
904,253,55
2602,0,0
2765,1326,190
191,177,30
2142,545,93
2744,1855,242
1946,0,0
2541,509,102
1580,1308,192
3510,704,104
112,0,0
2586,885,157
2193,1277,154
519,386,48
2300,518,87
2354,1483,231
227,171,41
2097,431,82
1080,725,122
2481,2476,251
2124,574,100
563,133,30
3103,1458,236
267,201,59
338,95,42
2822,1198,181
3479,3189,357
4699,3200,389
2471,633,86
2835,0,0
923,0,0
1777,1012,137
2025,1054,147
3268,0,0
3161,0,0
3113,2158,320
311,147,46
2817,1301,167
3506,0,0
2095,2122,254
4035,2413,349
5054,1047,169
339,108,46
396,208,42
186,34,19
2759,0,0
178,88,20
2684,1149,170
523,501,73
4841,0,0
2519,1476,258
2178,459,85
916,195,55
394,0,0
3890,2692,330
221,48,22
2308,1390,202
3915,2234,369
642,0,0
3800,3421,391
1391,303,48
1624,0,0
182,0,0
1481,1079,143
574,279,48
1243,690,115
1613,833,125
3261,0,0
5119,0,0
251,126,30
317,0,0
183,89,18
869,411,65
3023,681,89
6265,2608,380
2324,1884,250
3295,2421,303
4509,3134,392
5763,1221,184
283,0,0
289,0,0
927,255,45
2469,2204,273
2316,531,84
107,28,19
1335,1121,140
2349,2256,260
3292,1212,203
3324,2443,317
2835,2208,318
2535,1219,188
2526,2180,317
4979,0,0
2727,1450,188
2657,1673,289
288,0,0
1975,398,72
2939,591,79
2253,2232,248
1285,0,0
3746,1610,249
2780,1035,182
2419,1068,168
1188,1241,125
4794,846,170
927,593,112
1971,0,0
80,28,26
1404,345,81
2654,2538,284
2477,577,94
434,76,24
2741,576,94
3200,0,0
2215,1741,226
1542,0,0
3038,2526,315
112,55,11
351,315,40
438,107,24
3743,0,0
759,352,75
2514,1019,177
2356,529,82
707,396,86
1582,1208,167
863,404,70
224,102,31
1402,335,60
2956,573,112
2650,1966,277
2866,1695,251
336,268,74
4509,2544,353
726,664,94
3188,3212,339
4964,2762,386
1945,885,140
1847,426,66
1638,0,0
2256,1704,220
3001,1730,260
737,385,73
1790,0,0
3494,2287,323
1756,471,65
1762,1517,200
2883,0,0
740,782,92
1117,535,102
2886,0,0
51,16,8
723,425,82
993,213,54
851,538,99
2155,884,149
2314,530,107
2812,2285,287
387,319,56
2617,1507,226
267,181,51
323,0,0
3566,1598,230
2156,1490,224
2475,0,0
3201,666,116
3791,3071,398
2607,506,100
1398,365,58
276,296,55
616,0,0
276,240,54
1410,1332,173
3850,0,0
925,0,0
2410,570,104
4865,920,164
220,219,38
281,0,0
3626,1393,233
4855,1988,277
715,361,74
408,386,66
516,360,50
92,27,18
629,480,85
2887,1595,236
2447,1552,246
2325,2189,275
1583,1552,164
2273,1152,171
2993,1258,178
3842,1668,274
541,601,76
3375,0,0
104,85,23
222,0,0
3097,0,0
7565,1579,237
7412,0,0
3923,3252,398
1122,636,83
840,154,44
2625,1146,181
995,860,132
3232,2102,270
1841,1500,165
820,143,47
290,0,0
543,258,79
1365,367,48
1722,792,131
165,0,0
211,206,25
1727,1150,176
5537,0,0
300,193,51
4542,2499,363
3438,0,0
228,252,45
4566,2871,400
770,633,104
2908,1236,199
3322,1475,223
265,116,35
333,178,68
959,979,114
2540,1997,254
3511,1624,212
1794,1502,210
752,0,0
2901,1124,187
2454,2712,268
185,152,42
3976,0,0
2348,469,79
2799,2476,300
1570,364,54
2558,653,118
762,724,110
1904,500,88
813,141,46
692,0,0
1908,0,0
1017,204,54
1018,534,125
154,109,52
230,53,16
2640,0,0
2806,0,0
711,175,37
4326,1962,254
1001,341,86
4507,0,0
814,779,95
302,0,0
273,217,66
122,141,28
247,75,32
1450,387,58
2388,629,80
4538,1924,288
2486,0,0
474,0,0
162,126,19
208,45,18
3332,2231,286
4925,4123,469
1479,1409,166
4076,3156,401
1864,876,138
2415,2151,280
2122,1322,183
679,0,0
1786,1735,217
330,225,64
2872,0,0
511,0,0
2705,630,91
2282,0,0
1403,0,0
1175,0,0
2977,957,199
2981,1145,192
158,135,20
219,62,24
1954,1281,209
3581,2613,299
2381,1292,171
1072,909,142
168,29,15
938,929,119
856,378,87
568,0,0
189,0,0
898,251,40
5913,0,0
2455,1611,211
3595,3117,390
153,24,13
2948,1341,197
2809,1335,194
4363,0,0
1183,1012,131
3527,618,97
277,191,52
2051,928,145
2572,2105,273
267,0,0
361,0,0
2979,1223,190
293,62,36
410,196,37
9428,2133,285
2852,1502,235
3300,0,0
3272,0,0
2154,1298,173
327,132,42
3600,0,0
3555,2855,380
1800,1092,156
295,234,62
2134,873,142
586,498,75
1041,730,124
238,192,48
2781,1897,241
2246,1610,239
2553,562,104
2823,0,0
301,0,0
642,315,65
1940,1430,199
1394,317,51
2715,0,0
425,0,0
128,16,4
645,0,0
2084,1863,253
2059,1403,204
3507,1780,304
2359,2017,283
80,0,0
878,380,79
3528,0,0
2807,551,79
314,176,59
1249,1057,132
477,0,0
3210,1854,272
2850,2010,244
2898,646,83
3816,3491,386
2750,2287,306
1873,0,0
4295,3340,437
4797,0,0
1838,1218,181
3006,660,108
3014,2500,294
1413,649,111
477,373,60
293,63,32
476,130,30
4102,2396,344
1810,1368,179
4747,1024,163
636,479,87
5188,1161,165
3031,1167,183
184,137,24
392,0,0
2576,0,0
934,0,0
3402,0,0
1376,323,71
616,471,71
2510,1692,229
2770,1848,225
257,0,0
2887,613,95
2825,480,98
252,138,34
847,0,0
2900,520,81
631,488,65
445,370,53
3023,622,121
908,600,100
1644,1814,163
2441,992,174
337,382,62
155,83,23
3438,2880,343
2945,2238,310
944,0,0
2839,1331,167
298,58,37
800,189,45
141,0,0
3937,2914,391
2876,2105,282
2205,1437,185
2980,592,84
345,288,84
270,73,27
1012,483,88
4277,0,0
347,288,68
251,0,0
3366,2447,312
215,124,28
2202,1220,159
2548,493,77
3551,3492,339
941,770,120
295,53,30
4236,1854,284
2098,2064,242
3479,1355,214
721,157,47
2120,0,0
2921,1930,268
327,0,0
2433,2153,287
2439,1460,236
2759,1175,170
538,531,78
3225,1414,220
2815,1801,257
2224,1034,153
856,148,42
993,228,61
1892,1715,223
4676,3948,431
2743,1421,196
869,524,94
2493,0,0
593,364,71
270,241,70
503,148,18
2831,1217,217
3663,3041,401
1167,246,50
895,572,102
1109,0,0
2760,573,83
953,401,83
235,80,26
863,552,101
996,600,123
1778,1640,165
1641,1029,144
1007,820,139
640,574,101
790,0,0
883,668,112
2915,625,90
3807,1477,259
3540,0,0
4419,2829,409
2826,448,79
2959,0,0
1322,735,103
2678,1215,173
3812,3461,428
1143,1380,134
1480,1041,149
2434,890,181
2385,0,0
3562,1639,258
197,68,27
201,139,38
240,75,23
279,202,61
935,190,56
506,444,61
317,189,71
4716,1930,303
1195,0,0
62,72,23
1208,864,132
1642,438,68
182,159,37
324,63,36
1791,1797,200
1402,1444,166
3174,0,0
4446,3438,405
1771,1304,173
5330,1278,180
